,Unidade Territorial,Referência,Perc RF fam PBF
2453,MATO GROSSO DO SUL,2021-06-01,89.5
2454,MATO GROSSO,2021-06-01,89.6
2455,GOIÁS,2021-06-01,91.4
2456,DISTRITO FEDERAL,2021-06-01,87.4
2457,RONDÔNIA,2021-07-01,91.5
2458,ACRE,2021-07-01,88.2
2459,AMAZONAS,2021-07-01,87.4
2460,RORAIMA,2021-07-01,85.1
2461,PARÁ,2021-07-01,89.3
2462,AMAPÁ,2021-07-01,90.0
2463,TOCANTINS,2021-07-01,89.9
2464,MARANHÃO,2021-07-01,88.1
2465,PIAUÍ,2021-07-01,85.6
2466,CEARÁ,2021-07-01,89.5
2467,RIO GRANDE DO NORTE,2021-07-01,88.5
2468,PARAÍBA,2021-07-01,88.0
2469,PERNAMBUCO,2021-07-01,86.6
2470,ALAGOAS,2021-07-01,88.4
2471,SERGIPE,2021-07-01,85.9
2472,BAHIA,2021-07-01,86.8
2473,MINAS GERAIS,2021-07-01,87.0
2474,ESPÍRITO SANTO,2021-07-01,88.4
2475,RIO DE JANEIRO,2021-07-01,87.7
2476,SÃO PAULO,2021-07-01,86.1
2477,PARANÁ,2021-07-01,86.0
2478,SANTA CATARINA,2021-07-01,86.2
2479,RIO GRANDE DO SUL,2021-07-01,86.4
2480,MATO GROSSO DO SUL,2021-07-01,89.4
2481,MATO GROSSO,2021-07-01,89.5
2482,GOIÁS,2021-07-01,91.4
2483,DISTRITO FEDERAL,2021-07-01,87.4
2484,RONDÔNIA,2021-08-01,91.7
2485,ACRE,2021-08-01,88.3
2486,AMAZONAS,2021-08-01,87.5
2487,RORAIMA,2021-08-01,85.3
2488,PARÁ,2021-08-01,89.3
2489,AMAPÁ,2021-08-01,90.1
2490,TOCANTINS,2021-08-01,90.1
2491,MARANHÃO,2021-08-01,88.3
2492,PIAUÍ,2021-08-01,85.7
2493,CEARÁ,2021-08-01,89.6
2494,RIO GRANDE DO NORTE,2021-08-01,88.6
2495,PARAÍBA,2021-08-01,88.1
2496,PERNAMBUCO,2021-08-01,86.8
2497,ALAGOAS,2021-08-01,88.5
2498,SERGIPE,2021-08-01,86.0
2499,BAHIA,2021-08-01,86.9
2500,MINAS GERAIS,2021-08-01,87.3
2501,ESPÍRITO SANTO,2021-08-01,88.6
2502,RIO DE JANEIRO,2021-08-01,87.9
2503,SÃO PAULO,2021-08-01,86.4
2504,PARANÁ,2021-08-01,86.4
2505,SANTA CATARINA,2021-08-01,86.7
2506,RIO GRANDE DO SUL,2021-08-01,86.7
2507,MATO GROSSO DO SUL,2021-08-01,89.7
2508,MATO GROSSO,2021-08-01,89.8
2509,GOIÁS,2021-08-01,91.6
2510,DISTRITO FEDERAL,2021-08-01,87.5
2511,RONDÔNIA,2021-09-01,91.7
2512,ACRE,2021-09-01,88.3
2513,AMAZONAS,2021-09-01,87.5
2514,RORAIMA,2021-09-01,85.3
2515,PARÁ,2021-09-01,89.3
2516,AMAPÁ,2021-09-01,90.1
2517,TOCANTINS,2021-09-01,90.1
2518,MARANHÃO,2021-09-01,88.3
2519,PIAUÍ,2021-09-01,85.7
2520,CEARÁ,2021-09-01,89.6
2521,RIO GRANDE DO NORTE,2021-09-01,88.6
2522,PARAÍBA,2021-09-01,88.1
2523,PERNAMBUCO,2021-09-01,86.8
2524,ALAGOAS,2021-09-01,88.5
2525,SERGIPE,2021-09-01,86.0
2526,BAHIA,2021-09-01,86.9
2527,MINAS GERAIS,2021-09-01,87.3
2528,ESPÍRITO SANTO,2021-09-01,88.6
2529,RIO DE JANEIRO,2021-09-01,87.9
2530,SÃO PAULO,2021-09-01,86.4
2531,PARANÁ,2021-09-01,86.4
2532,SANTA CATARINA,2021-09-01,86.7
2533,RIO GRANDE DO SUL,2021-09-01,86.7
2534,MATO GROSSO DO SUL,2021-09-01,89.7
2535,MATO GROSSO,2021-09-01,89.8
2536,GOIÁS,2021-09-01,91.6
2537,DISTRITO FEDERAL,2021-09-01,87.5
2538,RONDÔNIA,2021-10-01,91.7
2539,ACRE,2021-10-01,88.3
2540,AMAZONAS,2021-10-01,87.5
2541,RORAIMA,2021-10-01,85.3
2542,PARÁ,2021-10-01,89.3
2543,AMAPÁ,2021-10-01,90.1
2544,TOCANTINS,2021-10-01,90.1
2545,MARANHÃO,2021-10-01,88.3
2546,PIAUÍ,2021-10-01,85.7
2547,CEARÁ,2021-10-01,89.6
2548,RIO GRANDE DO NORTE,2021-10-01,88.6
2549,PARAÍBA,2021-10-01,88.1
2550,PERNAMBUCO,2021-10-01,86.8
2551,ALAGOAS,2021-10-01,88.5
2552,SERGIPE,2021-10-01,86.0
2553,BAHIA,2021-10-01,86.9
2554,MINAS GERAIS,2021-10-01,87.3
2555,ESPÍRITO SANTO,2021-10-01,88.6
2556,RIO DE JANEIRO,2021-10-01,87.9
2557,SÃO PAULO,2021-10-01,86.4
2558,PARANÁ,2021-10-01,86.4
2559,SANTA CATARINA,2021-10-01,86.7
2560,RIO GRANDE DO SUL,2021-10-01,86.7
2561,MATO GROSSO DO SUL,2021-10-01,89.7
2562,MATO GROSSO,2021-10-01,89.8
2563,GOIÁS,2021-10-01,91.6
2564,DISTRITO FEDERAL,2021-10-01,87.5
2565,RONDÔNIA,2023-03-01,87.5
2566,ACRE,2023-03-01,81.8
2567,AMAZONAS,2023-03-01,80.9
2568,RORAIMA,2023-03-01,82.1
2569,PARÁ,2023-03-01,82.6
2570,AMAPÁ,2023-03-01,81.0
2571,TOCANTINS,2023-03-01,86.4
2572,MARANHÃO,2023-03-01,81.8
2573,PIAUÍ,2023-03-01,77.0
2574,CEARÁ,2023-03-01,82.2
2575,RIO GRANDE DO NORTE,2023-03-01,81.3
2576,PARAÍBA,2023-03-01,79.8
2577,PERNAMBUCO,2023-03-01,78.1
2578,ALAGOAS,2023-03-01,82.9
2579,SERGIPE,2023-03-01,77.3
2580,BAHIA,2023-03-01,79.3
2581,MINAS GERAIS,2023-03-01,82.2
2582,ESPÍRITO SANTO,2023-03-01,84.7
2583,RIO DE JANEIRO,2023-03-01,78.1
2584,SÃO PAULO,2023-03-01,82.7
2585,PARANÁ,2023-03-01,83.5
2586,SANTA CATARINA,2023-03-01,83.9
2587,RIO GRANDE DO SUL,2023-03-01,81.7
2588,MATO GROSSO DO SUL,2023-03-01,86.0
2589,MATO GROSSO,2023-03-01,86.2
2590,GOIÁS,2023-03-01,88.2
2591,DISTRITO FEDERAL,2023-03-01,85.0
2592,RONDÔNIA,2023-04-01,87.6
2593,ACRE,2023-04-01,81.8
2594,AMAZONAS,2023-04-01,81.0
2595,RORAIMA,2023-04-01,82.3
2596,PARÁ,2023-04-01,82.6
2597,AMAPÁ,2023-04-01,81.1
2598,TOCANTINS,2023-04-01,86.5
2599,MARANHÃO,2023-04-01,81.8
2600,PIAUÍ,2023-04-01,77.0
2601,CEARÁ,2023-04-01,82.1
2602,RIO GRANDE DO NORTE,2023-04-01,81.3
2603,PARAÍBA,2023-04-01,79.8
2604,PERNAMBUCO,2023-04-01,78.1
2605,ALAGOAS,2023-04-01,82.8
2606,SERGIPE,2023-04-01,77.4
2607,BAHIA,2023-04-01,79.3
2608,MINAS GERAIS,2023-04-01,82.3
2609,ESPÍRITO SANTO,2023-04-01,84.8
2610,RIO DE JANEIRO,2023-04-01,78.1
2611,SÃO PAULO,2023-04-01,82.8
2612,PARANÁ,2023-04-01,83.6
2613,SANTA CATARINA,2023-04-01,84.1
2614,RIO GRANDE DO SUL,2023-04-01,81.8
2615,MATO GROSSO DO SUL,2023-04-01,86.2
2616,MATO GROSSO,2023-04-01,86.4
2617,GOIÁS,2023-04-01,88.3
2618,DISTRITO FEDERAL,2023-04-01,85.1
2619,RONDÔNIA,2023-05-01,87.7
2620,ACRE,2023-05-01,81.9
2621,AMAZONAS,2023-05-01,81.1
2622,RORAIMA,2023-05-01,82.7
2623,PARÁ,2023-05-01,82.8
2624,AMAPÁ,2023-05-01,81.3
2625,TOCANTINS,2023-05-01,86.6
2626,MARANHÃO,2023-05-01,81.9
2627,PIAUÍ,2023-05-01,77.0
2628,CEARÁ,2023-05-01,82.2
2629,RIO GRANDE DO NORTE,2023-05-01,81.4
2630,PARAÍBA,2023-05-01,79.9
2631,PERNAMBUCO,2023-05-01,78.2
2632,ALAGOAS,2023-05-01,82.9
2633,SERGIPE,2023-05-01,77.5
2634,BAHIA,2023-05-01,79.4
2635,MINAS GERAIS,2023-05-01,82.5
2636,ESPÍRITO SANTO,2023-05-01,85.1
2637,RIO DE JANEIRO,2023-05-01,78.3
2638,SÃO PAULO,2023-05-01,83.0
2639,PARANÁ,2023-05-01,83.8
2640,SANTA CATARINA,2023-05-01,84.4
2641,RIO GRANDE DO SUL,2023-05-01,81.9
2642,MATO GROSSO DO SUL,2023-05-01,86.5
2643,MATO GROSSO,2023-05-01,86.5
2644,GOIÁS,2023-05-01,88.6
2645,DISTRITO FEDERAL,2023-05-01,85.4
2646,RONDÔNIA,2023-06-01,87.8
2647,ACRE,2023-06-01,82.0
2648,AMAZONAS,2023-06-01,81.1
2649,RORAIMA,2023-06-01,82.7
2650,PARÁ,2023-06-01,82.8
2651,AMAPÁ,2023-06-01,81.4
2652,TOCANTINS,2023-06-01,86.6
2653,MARANHÃO,2023-06-01,81.9
2654,PIAUÍ,2023-06-01,77.1
2655,CEARÁ,2023-06-01,82.3
2656,RIO GRANDE DO NORTE,2023-06-01,81.5
2657,PARAÍBA,2023-06-01,80.0
2658,PERNAMBUCO,2023-06-01,78.3
2659,ALAGOAS,2023-06-01,82.9
2660,SERGIPE,2023-06-01,77.6
2661,BAHIA,2023-06-01,79.4
2662,MINAS GERAIS,2023-06-01,82.6
2663,ESPÍRITO SANTO,2023-06-01,85.1
2664,RIO DE JANEIRO,2023-06-01,78.3
2665,SÃO PAULO,2023-06-01,83.0
2666,PARANÁ,2023-06-01,83.9
2667,SANTA CATARINA,2023-06-01,84.5
2668,RIO GRANDE DO SUL,2023-06-01,82.0
2669,MATO GROSSO DO SUL,2023-06-01,86.5
2670,MATO GROSSO,2023-06-01,86.6
2671,GOIÁS,2023-06-01,88.6
2672,DISTRITO FEDERAL,2023-06-01,85.4
2673,RONDÔNIA,2023-07-01,88.1
2674,ACRE,2023-07-01,82.7
2675,AMAZONAS,2023-07-01,81.7
2676,RORAIMA,2023-07-01,83.1
2677,PARÁ,2023-07-01,83.4
2678,AMAPÁ,2023-07-01,81.9
2679,TOCANTINS,2023-07-01,86.7
2680,MARANHÃO,2023-07-01,82.4
2681,PIAUÍ,2023-07-01,77.7
2682,CEARÁ,2023-07-01,82.6
2683,RIO GRANDE DO NORTE,2023-07-01,81.9
2684,PARAÍBA,2023-07-01,80.4
2685,PERNAMBUCO,2023-07-01,78.7
2686,ALAGOAS,2023-07-01,83.3
2687,SERGIPE,2023-07-01,78.2
2688,BAHIA,2023-07-01,80.0
2689,MINAS GERAIS,2023-07-01,83.1
2690,ESPÍRITO SANTO,2023-07-01,85.7
2691,RIO DE JANEIRO,2023-07-01,79.1
2692,SÃO PAULO,2023-07-01,83.6
2693,PARANÁ,2023-07-01,84.3
2694,SANTA CATARINA,2023-07-01,85.0
2695,RIO GRANDE DO SUL,2023-07-01,82.5
2696,MATO GROSSO DO SUL,2023-07-01,86.9
2697,MATO GROSSO,2023-07-01,87.3
2698,GOIÁS,2023-07-01,89.0
2699,DISTRITO FEDERAL,2023-07-01,85.8
2700,RONDÔNIA,2023-08-01,88.1
2701,ACRE,2023-08-01,82.7
2702,AMAZONAS,2023-08-01,81.7
2703,RORAIMA,2023-08-01,83.4
2704,PARÁ,2023-08-01,83.4
2705,AMAPÁ,2023-08-01,81.8
2706,TOCANTINS,2023-08-01,86.7
2707,MARANHÃO,2023-08-01,82.4
2708,PIAUÍ,2023-08-01,77.7
2709,CEARÁ,2023-08-01,82.6
2710,RIO GRANDE DO NORTE,2023-08-01,81.9
2711,PARAÍBA,2023-08-01,80.4
2712,PERNAMBUCO,2023-08-01,78.7
2713,ALAGOAS,2023-08-01,83.3
2714,SERGIPE,2023-08-01,78.2
2715,BAHIA,2023-08-01,80.0
2716,MINAS GERAIS,2023-08-01,83.1
2717,ESPÍRITO SANTO,2023-08-01,85.7
2718,RIO DE JANEIRO,2023-08-01,79.2
2719,SÃO PAULO,2023-08-01,83.7
2720,PARANÁ,2023-08-01,84.3
2721,SANTA CATARINA,2023-08-01,85.1
2722,RIO GRANDE DO SUL,2023-08-01,82.6
2723,MATO GROSSO DO SUL,2023-08-01,87.0
2724,MATO GROSSO,2023-08-01,87.3
2725,GOIÁS,2023-08-01,89.0
2726,DISTRITO FEDERAL,2023-08-01,85.8
2727,RONDÔNIA,2023-09-01,88.4
2728,ACRE,2023-09-01,83.2
2729,AMAZONAS,2023-09-01,82.0
2730,RORAIMA,2023-09-01,83.6
2731,PARÁ,2023-09-01,83.8
2732,AMAPÁ,2023-09-01,82.0
2733,TOCANTINS,2023-09-01,86.9
2734,MARANHÃO,2023-09-01,82.7
2735,PIAUÍ,2023-09-01,78.1
2736,CEARÁ,2023-09-01,82.9
2737,RIO GRANDE DO NORTE,2023-09-01,82.3
2738,PARAÍBA,2023-09-01,80.8
2739,PERNAMBUCO,2023-09-01,79.2
2740,ALAGOAS,2023-09-01,83.6
2741,SERGIPE,2023-09-01,78.8
2742,BAHIA,2023-09-01,80.5
2743,MINAS GERAIS,2023-09-01,83.6
2744,ESPÍRITO SANTO,2023-09-01,86.1
2745,RIO DE JANEIRO,2023-09-01,79.9
2746,SÃO PAULO,2023-09-01,84.1
2747,PARANÁ,2023-09-01,84.6
2748,SANTA CATARINA,2023-09-01,85.5
2749,RIO GRANDE DO SUL,2023-09-01,83.3
2750,MATO GROSSO DO SUL,2023-09-01,87.3
2751,MATO GROSSO,2023-09-01,87.7
2752,GOIÁS,2023-09-01,89.2
2753,DISTRITO FEDERAL,2023-09-01,86.2
2754,RONDÔNIA,2023-10-01,88.6
2755,ACRE,2023-10-01,83.6
2756,AMAZONAS,2023-10-01,82.3
2757,RORAIMA,2023-10-01,83.9
2758,PARÁ,2023-10-01,84.1
2759,AMAPÁ,2023-10-01,82.4
2760,TOCANTINS,2023-10-01,87.1
2761,MARANHÃO,2023-10-01,83.1
2762,PIAUÍ,2023-10-01,78.6
2763,CEARÁ,2023-10-01,83.3
2764,RIO GRANDE DO NORTE,2023-10-01,82.7
2765,PARAÍBA,2023-10-01,81.2
2766,PERNAMBUCO,2023-10-01,79.7
2767,ALAGOAS,2023-10-01,84.2
2768,SERGIPE,2023-10-01,79.4
2769,BAHIA,2023-10-01,81.1
2770,MINAS GERAIS,2023-10-01,84.0
2771,ESPÍRITO SANTO,2023-10-01,86.5
2772,RIO DE JANEIRO,2023-10-01,80.7
2773,SÃO PAULO,2023-10-01,84.4
2774,PARANÁ,2023-10-01,84.9
2775,SANTA CATARINA,2023-10-01,85.7
2776,RIO GRANDE DO SUL,2023-10-01,83.6
2777,MATO GROSSO DO SUL,2023-10-01,87.5
2778,MATO GROSSO,2023-10-01,87.9
2779,GOIÁS,2023-10-01,89.4
2780,DISTRITO FEDERAL,2023-10-01,86.3
2781,RONDÔNIA,2023-11-01,88.8
2782,ACRE,2023-11-01,84.0
2783,AMAZONAS,2023-11-01,82.3
2784,RORAIMA,2023-11-01,84.2
2785,PARÁ,2023-11-01,84.5
2786,AMAPÁ,2023-11-01,82.8
2787,TOCANTINS,2023-11-01,87.4
2788,MARANHÃO,2023-11-01,83.4
2789,PIAUÍ,2023-11-01,79.2
2790,CEARÁ,2023-11-01,83.7
2791,RIO GRANDE DO NORTE,2023-11-01,83.2
2792,PARAÍBA,2023-11-01,81.7
2793,PERNAMBUCO,2023-11-01,80.2
2794,ALAGOAS,2023-11-01,84.6
2795,SERGIPE,2023-11-01,80.0
2796,BAHIA,2023-11-01,81.6
2797,MINAS GERAIS,2023-11-01,84.5
2798,ESPÍRITO SANTO,2023-11-01,86.9
2799,RIO DE JANEIRO,2023-11-01,81.4
2800,SÃO PAULO,2023-11-01,84.8
2801,PARANÁ,2023-11-01,85.2
2802,SANTA CATARINA,2023-11-01,85.7
2803,RIO GRANDE DO SUL,2023-11-01,84.1
2804,MATO GROSSO DO SUL,2023-11-01,87.8
2805,MATO GROSSO,2023-11-01,88.2
2806,GOIÁS,2023-11-01,89.5
2807,DISTRITO FEDERAL,2023-11-01,86.4
2808,RONDÔNIA,2023-12-01,88.8
2809,ACRE,2023-12-01,84.1
2810,AMAZONAS,2023-12-01,82.5
2811,RORAIMA,2023-12-01,84.5
2812,PARÁ,2023-12-01,84.6
2813,AMAPÁ,2023-12-01,82.9
2814,TOCANTINS,2023-12-01,87.5
2815,MARANHÃO,2023-12-01,83.5
2816,PIAUÍ,2023-12-01,79.4
2817,CEARÁ,2023-12-01,83.8
2818,RIO GRANDE DO NORTE,2023-12-01,83.3
2819,PARAÍBA,2023-12-01,81.9
2820,PERNAMBUCO,2023-12-01,80.4
2821,ALAGOAS,2023-12-01,84.8
2822,SERGIPE,2023-12-01,80.3
2823,BAHIA,2023-12-01,81.9
2824,MINAS GERAIS,2023-12-01,84.8
2825,ESPÍRITO SANTO,2023-12-01,87.1
2826,RIO DE JANEIRO,2023-12-01,81.6
2827,SÃO PAULO,2023-12-01,85.2
2828,PARANÁ,2023-12-01,85.3
2829,SANTA CATARINA,2023-12-01,86.1
2830,RIO GRANDE DO SUL,2023-12-01,84.3
2831,MATO GROSSO DO SUL,2023-12-01,88.0
2832,MATO GROSSO,2023-12-01,88.4
2833,GOIÁS,2023-12-01,89.5
2834,DISTRITO FEDERAL,2023-12-01,86.5
2835,RONDÔNIA,2024-01-01,88.8
2836,ACRE,2024-01-01,84.1
2837,AMAZONAS,2024-01-01,82.4
2838,RORAIMA,2024-01-01,84.5
2839,PARÁ,2024-01-01,84.5
2840,AMAPÁ,2024-01-01,82.8
2841,TOCANTINS,2024-01-01,87.5
2842,MARANHÃO,2024-01-01,83.4
2843,PIAUÍ,2024-01-01,79.3
2844,CEARÁ,2024-01-01,83.7
2845,RIO GRANDE DO NORTE,2024-01-01,83.1
2846,PARAÍBA,2024-01-01,81.8
2847,PERNAMBUCO,2024-01-01,80.3
2848,ALAGOAS,2024-01-01,84.7
2849,SERGIPE,2024-01-01,80.2
2850,BAHIA,2024-01-01,81.7
2851,MINAS GERAIS,2024-01-01,84.7
2852,ESPÍRITO SANTO,2024-01-01,87.0
2853,RIO DE JANEIRO,2024-01-01,81.6
2854,SÃO PAULO,2024-01-01,85.1
2855,PARANÁ,2024-01-01,85.3
2856,SANTA CATARINA,2024-01-01,86.1
2857,RIO GRANDE DO SUL,2024-01-01,84.2
2858,MATO GROSSO DO SUL,2024-01-01,88.0
2859,MATO GROSSO,2024-01-01,88.4
2860,GOIÁS,2024-01-01,89.5
2861,DISTRITO FEDERAL,2024-01-01,86.4
2862,RONDÔNIA,2024-02-01,88.5
2863,ACRE,2024-02-01,83.8
2864,AMAZONAS,2024-02-01,82.3
2865,RORAIMA,2024-02-01,84.3
2866,PARÁ,2024-02-01,84.2
2867,AMAPÁ,2024-02-01,82.6
2868,TOCANTINS,2024-02-01,87.1
2869,MARANHÃO,2024-02-01,83.0
2870,PIAUÍ,2024-02-01,79.0
2871,CEARÁ,2024-02-01,83.4
2872,RIO GRANDE DO NORTE,2024-02-01,82.9
2873,PARAÍBA,2024-02-01,81.6
2874,PERNAMBUCO,2024-02-01,80.1
2875,ALAGOAS,2024-02-01,84.4
2876,SERGIPE,2024-02-01,80.0
2877,BAHIA,2024-02-01,81.5
2878,MINAS GERAIS,2024-02-01,84.5
2879,ESPÍRITO SANTO,2024-02-01,86.7
2880,RIO DE JANEIRO,2024-02-01,81.4
2881,SÃO PAULO,2024-02-01,84.9
2882,PARANÁ,2024-02-01,85.1
2883,SANTA CATARINA,2024-02-01,85.9
2884,RIO GRANDE DO SUL,2024-02-01,84.0
2885,MATO GROSSO DO SUL,2024-02-01,87.8
2886,MATO GROSSO,2024-02-01,88.2
2887,GOIÁS,2024-02-01,89.2
2888,DISTRITO FEDERAL,2024-02-01,86.4
2889,RONDÔNIA,2024-03-01,88.7
2890,ACRE,2024-03-01,83.9
2891,AMAZONAS,2024-03-01,82.4
2892,RORAIMA,2024-03-01,84.4
2893,PARÁ,2024-03-01,84.3
2894,AMAPÁ,2024-03-01,82.8
2895,TOCANTINS,2024-03-01,87.2
2896,MARANHÃO,2024-03-01,83.0
2897,PIAUÍ,2024-03-01,79.0
2898,CEARÁ,2024-03-01,83.4
2899,RIO GRANDE DO NORTE,2024-03-01,82.9
2900,PARAÍBA,2024-03-01,81.7
2901,PERNAMBUCO,2024-03-01,80.2
2902,ALAGOAS,2024-03-01,84.4
2903,SERGIPE,2024-03-01,80.1
2904,BAHIA,2024-03-01,81.5
2905,MINAS GERAIS,2024-03-01,84.7
2906,ESPÍRITO SANTO,2024-03-01,86.9
2907,RIO DE JANEIRO,2024-03-01,81.6
2908,SÃO PAULO,2024-03-01,85.0
2909,PARANÁ,2024-03-01,85.2
2910,SANTA CATARINA,2024-03-01,86.0
2911,RIO GRANDE DO SUL,2024-03-01,84.2
2912,MATO GROSSO DO SUL,2024-03-01,88.0
2913,MATO GROSSO,2024-03-01,88.4
2914,GOIÁS,2024-03-01,89.4
2915,DISTRITO FEDERAL,2024-03-01,86.6
2916,RONDÔNIA,2024-04-01,88.6
2917,ACRE,2024-04-01,83.9
2918,AMAZONAS,2024-04-01,82.4
2919,RORAIMA,2024-04-01,84.3
2920,PARÁ,2024-04-01,84.4
2921,AMAPÁ,2024-04-01,82.9
2922,TOCANTINS,2024-04-01,87.3
2923,MARANHÃO,2024-04-01,83.0
2924,PIAUÍ,2024-04-01,79.4
2925,CEARÁ,2024-04-01,83.5
2926,RIO GRANDE DO NORTE,2024-04-01,83.1
2927,PARAÍBA,2024-04-01,81.9
2928,PERNAMBUCO,2024-04-01,80.4
2929,ALAGOAS,2024-04-01,84.6
2930,SERGIPE,2024-04-01,80.3
2931,BAHIA,2024-04-01,81.7
2932,MINAS GERAIS,2024-04-01,84.9
2933,ESPÍRITO SANTO,2024-04-01,87.1
2934,RIO DE JANEIRO,2024-04-01,81.7
2935,SÃO PAULO,2024-04-01,85.2
2936,PARANÁ,2024-04-01,85.4
2937,SANTA CATARINA,2024-04-01,86.1
2938,RIO GRANDE DO SUL,2024-04-01,84.3
2939,MATO GROSSO DO SUL,2024-04-01,88.1
2940,MATO GROSSO,2024-04-01,88.5
2941,GOIÁS,2024-04-01,89.5
2942,DISTRITO FEDERAL,2024-04-01,86.7
