"Código","Unidade Territorial","Referência","Quantidade total de famílias com cadastro atualizado","Média geral de atualização de todo o cadastro","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, com cadastro atualizado","Quantidade de famílias de baixa renda** com cadastro atualizado","Quantidade de famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda) com cadastro atualizado","Quantidade de famílias com renda per capita mensal maior que meio salário-mínimo*** com cadastro atualizado","Quantidade de famílias com renda zero com cadastro atualizado","TAC - Taxa de atualização cadastral das famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda)"
"51","MATO GROSSO","09/2022","492314","71,19","","","362863","","","76,44"
"52","GOIÁS","09/2022","907237","74,37","","","706254","","","79,02"
"53","DISTRITO FEDERAL","09/2022","207835","75,43","","","185099","","","79,89"
"11","RONDÔNIA","10/2022","237780","69,38","","","179762","","","74,14"
"12","ACRE","10/2022","158670","80,87","","","145464","","","83,98"
"13","AMAZONAS","10/2022","750490","78,18","","","672540","","","82,13"
"14","RORAIMA","10/2022","74663","59,41","","","64555","","","61,47"
"15","PARÁ","10/2022","1729467","78,19","","","1541449","","","81,52"
"16","AMAPÁ","10/2022","161095","78,25","","","144707","","","82,50"
"17","TOCANTINS","10/2022","262654","72,54","","","212435","","","77,35"
"21","MARANHÃO","10/2022","1486144","78,55","","","1334515","","","82,68"
"22","PIAUÍ","10/2022","771812","80,79","","","691639","","","84,59"
"23","CEARÁ","10/2022","1914850","78,56","","","1708602","","","82,95"
"24","RIO GRANDE DO NORTE","10/2022","669569","77,52","","","591074","","","82,04"
"25","PARAÍBA","10/2022","844880","76,47","","","764174","","","81,53"
"26","PERNAMBUCO","10/2022","2138078","77,54","","","1927554","","","81,84"
"27","ALAGOAS","10/2022","660994","76,90","","","586794","","","81,28"
"28","SERGIPE","10/2022","522527","78,41","","","473459","","","82,50"
"29","BAHIA","10/2022","3314505","77,31","","","2951714","","","82,08"
"31","MINAS GERAIS","10/2022","2608466","71,93","","","2118737","","","76,79"
"32","ESPÍRITO SANTO","10/2022","524377","75,39","","","424471","","","79,12"
"33","RIO DE JANEIRO","10/2022","2368237","76,10","","","2088155","","","80,54"
"35","SÃO PAULO","10/2022","3857959","66,59","","","3109638","","","70,84"
"41","PARANÁ","10/2022","1235349","71,49","","","938875","","","76,24"
"42","SANTA CATARINA","10/2022","425838","69,27","","","316670","","","73,42"
"43","RIO GRANDE DO SUL","10/2022","1039083","72,80","","","807227","","","78,07"
"50","MATO GROSSO DO SUL","10/2022","423104","72,51","","","309679","","","78,16"
"51","MATO GROSSO","10/2022","508769","72,16","","","374461","","","77,47"
"52","GOIÁS","10/2022","941232","75,46","","","732066","","","80,20"
"53","DISTRITO FEDERAL","10/2022","233284","79,03","","","206893","","","83,30"
"11","RONDÔNIA","11/2022","246262","70,72","","","186330","","","75,72"
"12","ACRE","11/2022","164014","82,18","","","150050","","","85,30"
"13","AMAZONAS","11/2022","787777","80,14","","","706247","","","84,19"
"14","RORAIMA","11/2022","79208","61,77","","","68438","","","63,93"
"15","PARÁ","11/2022","1789369","79,60","","","1593278","","","83,00"
"16","AMAPÁ","11/2022","169014","80,24","","","151260","","","84,45"
"17","TOCANTINS","11/2022","268881","73,61","","","216771","","","78,50"
"21","MARANHÃO","11/2022","1524345","79,63","","","1366400","","","83,76"
"22","PIAUÍ","11/2022","793431","82,13","","","709981","","","86,00"
"23","CEARÁ","11/2022","1964378","79,62","","","1749437","","","84,02"
"24","RIO GRANDE DO NORTE","11/2022","689561","78,83","","","607786","","","83,42"
"25","PARAÍBA","11/2022","870466","77,82","","","785565","","","82,91"
"26","PERNAMBUCO","11/2022","2198082","78,67","","","1979927","","","83,02"
"27","ALAGOAS","11/2022","686088","78,59","","","608916","","","83,08"
"28","SERGIPE","11/2022","535863","79,52","","","484785","","","83,67"
"29","BAHIA","11/2022","3397950","78,32","","","3021129","","","83,13"
"31","MINAS GERAIS","11/2022","2694030","73,21","","","2183636","","","78,17"
"32","ESPÍRITO SANTO","11/2022","537669","76,11","","","434369","","","79,87"
"33","RIO DE JANEIRO","11/2022","2496680","77,76","","","2201942","","","82,24"
"35","SÃO PAULO","11/2022","4006643","67,93","","","3228126","","","72,30"
"41","PARANÁ","11/2022","1268272","72,37","","","961935","","","77,23"
"42","SANTA CATARINA","11/2022","443640","70,49","","","329453","","","74,70"
"43","RIO GRANDE DO SUL","11/2022","1080133","74,08","","","838483","","","79,45"
"50","MATO GROSSO DO SUL","11/2022","437357","73,73","","","319050","","","79,44"
"51","MATO GROSSO","11/2022","521477","72,93","","","383122","","","78,33"
"52","GOIÁS","11/2022","969468","76,50","","","752090","","","81,27"
"53","DISTRITO FEDERAL","11/2022","250586","81,37","","","221133","","","85,48"
"11","RONDÔNIA","12/2022","251560","71,64","","","190095","","","76,66"
"12","ACRE","12/2022","166750","82,74","","","152377","","","85,86"
"13","AMAZONAS","12/2022","814072","81,14","","","730312","","","85,26"
"14","RORAIMA","12/2022","83001","63,86","","","71914","","","66,27"
"15","PARÁ","12/2022","1821214","80,08","","","1619982","","","83,51"
"16","AMAPÁ","12/2022","174143","81,33","","","155549","","","85,52"
"17","TOCANTINS","12/2022","271963","73,90","","","218965","","","78,85"
"21","MARANHÃO","12/2022","1552351","80,35","","","1390829","","","84,53"
"22","PIAUÍ","12/2022","807687","82,79","","","721717","","","86,70"
"23","CEARÁ","12/2022","2001516","80,18","","","1780059","","","84,59"
"24","RIO GRANDE DO NORTE","12/2022","702640","79,40","","","619086","","","84,06"
"25","PARAÍBA","12/2022","892326","78,73","","","804184","","","83,84"
"26","PERNAMBUCO","12/2022","2246719","79,44","","","2022463","","","83,84"
"27","ALAGOAS","12/2022","700291","79,25","","","621410","","","83,80"
"28","SERGIPE","12/2022","543641","80,01","","","491322","","","84,23"
"29","BAHIA","12/2022","3461198","79,00","","","3075683","","","83,87"
"31","MINAS GERAIS","12/2022","2745460","73,66","","","2219758","","","78,63"
"32","ESPÍRITO SANTO","12/2022","548484","76,36","","","441867","","","80,14"
"33","RIO DE JANEIRO","12/2022","2573403","78,47","","","2269578","","","82,98"
"35","SÃO PAULO","12/2022","4123179","68,69","","","3322939","","","73,15"
"41","PARANÁ","12/2022","1289037","72,67","","","974934","","","77,56"
"42","SANTA CATARINA","12/2022","460424","71,46","","","341212","","","75,69"
"43","RIO GRANDE DO SUL","12/2022","1109390","74,76","","","860096","","","80,14"
"50","MATO GROSSO DO SUL","12/2022","446065","74,17","","","325024","","","79,97"
"51","MATO GROSSO","12/2022","527714","72,97","","","387388","","","78,48"
"52","GOIÁS","12/2022","987186","76,95","","","764076","","","81,72"
"53","DISTRITO FEDERAL","12/2022","268810","83,43","","","235951","","","87,33"
"11","RONDÔNIA","01/2023","253515","71,86","124739","68993","193732","59783","12906","76,78"
"12","ACRE","01/2023","167833","82,97","130257","23567","153824","14009","42542","86,03"
"13","AMAZONAS","01/2023","823999","81,52","654543","86631","741174","82825","53722","85,59"
"14","RORAIMA","01/2023","83989","64,40","57357","15874","73231","10758","15500","66,83"
"15","PARÁ","01/2023","1830929","80,24","1382878","251351","1634229","196700","187957","83,63"
"16","AMAPÁ","01/2023","175517","81,49","135010","22246","157256","18261","24925","85,63"
"17","TOCANTINS","01/2023","273750","74,12","151281","70896","222177","51573","25701","78,92"
"21","MARANHÃO","01/2023","1562409","80,60","1219561","184526","1404087","158322","150002","84,76"
"22","PIAUÍ","01/2023","812223","83,00","631022","97809","728831","83392","155929","86,86"
"23","CEARÁ","01/2023","2014541","80,38","1480144","320571","1800715","213826","342682","84,70"
"24","RIO GRANDE DO NORTE","01/2023","706900","79,55","507618","118528","626146","80754","140044","84,12"
"25","PARAÍBA","01/2023","901325","78,97","694676","120402","815078","86247","248465","84,01"
"26","PERNAMBUCO","01/2023","2262240","79,62","1727952","315139","2043091","219149","470859","83,97"
"27","ALAGOAS","01/2023","705560","79,45","539095","88729","627824","77736","114035","83,96"
"28","SERGIPE","01/2023","546062","80,10","417691","77246","494937","51125","44308","84,27"
"29","BAHIA","01/2023","3484181","79,32","2610868","496897","3107765","376416","640921","84,10"
"31","MINAS GERAIS","01/2023","2770888","73,91","1594189","667185","2261374","509514","674888","78,72"
"32","ESPÍRITO SANTO","01/2023","554206","76,62","307726","144483","452209","101997","115613","80,28"
"33","RIO DE JANEIRO","01/2023","2605262","78,74","1977863","333669","2311532","293730","1002203","83,20"
"35","SÃO PAULO","01/2023","4175409","69,03","2519280","887135","3406415","768994","1110046","73,35"
"41","PARANÁ","01/2023","1294964","72,76","603058","392138","995196","299768","224456","77,43"
"42","SANTA CATARINA","01/2023","464399","71,73","221056","130341","351397","113002","96217","75,90"
"43","RIO GRANDE DO SUL","01/2023","1121249","75,00","638726","241526","880252","240997","272593","80,29"
"50","MATO GROSSO DO SUL","01/2023","448453","74,26","213786","117832","331618","116835","74540","79,94"
"51","MATO GROSSO","01/2023","530004","72,95","263805","129864","393669","136335","54447","78,34"
"52","GOIÁS","01/2023","995781","77,14","509375","270200","779575","216206","77821","81,88"
"53","DISTRITO FEDERAL","01/2023","277339","84,24","184328","60623","244951","32388","75675","88,11"
"11","RONDÔNIA","02/2023","258114","72,39","126929","69765","196694","61420","13448","77,23"
"12","ACRE","02/2023","169193","83,12","131215","23714","154929","14264","42314","86,15"
"13","AMAZONAS","02/2023","841992","82,23","668958","87798","756756","85236","53874","86,26"
"14","RORAIMA","02/2023","86143","65,47","58677","16474","75151","10992","15775","67,98"
"15","PARÁ","02/2023","1845082","80,21","1393312","251389","1644701","200381","190350","83,56"
"16","AMAPÁ","02/2023","176708","81,18","136478","22110","158588","18120","25117","85,49"
"17","TOCANTINS","02/2023","275688","74,08","151971","71002","222973","52715","25820","78,76"
"21","MARANHÃO","02/2023","1570421","80,71","1225550","184475","1410025","160396","150646","84,81"
"22","PIAUÍ","02/2023","816947","82,92","634038","97920","731958","84989","157122","86,74"
"23","CEARÁ","02/2023","2017156","79,95","1480473","320228","1800701","216455","344126","84,21"
"24","RIO GRANDE DO NORTE","02/2023","711355","79,45","510731","118758","629489","81866","140918","83,98"
"25","PARAÍBA","02/2023","906553","78,76","697172","121170","818342","88211","247470","83,74"
"26","PERNAMBUCO","02/2023","2274712","79,44","1737300","315128","2052428","222284","473528","83,76"
"27","ALAGOAS","02/2023","711072","79,24","542728","88820","631548","79524","114396","83,66"
"28","SERGIPE","02/2023","547212","79,74","418101","77123","495224","51988","44826","83,86"
"29","BAHIA","02/2023","3502900","79,12","2623022","498725","3121747","381153","641231","83,88"
"31","MINAS GERAIS","02/2023","2803283","73,96","1609144","671432","2280576","522707","682978","78,66"
"32","ESPÍRITO SANTO","02/2023","560461","76,56","310563","145008","455571","104890","116983","80,11"
"33","RIO DE JANEIRO","02/2023","2650655","78,83","2013888","336287","2350175","300480","1020041","83,24"
"35","SÃO PAULO","02/2023","4246464","69,27","2563348","894882","3458230","788234","1130524","73,51"
"41","PARANÁ","02/2023","1305688","72,71","608618","391626","1000244","305444","227314","77,34"
"42","SANTA CATARINA","02/2023","472333","72,01","225456","131551","357007","115326","98663","76,11"
"43","RIO GRANDE DO SUL","02/2023","1134141","74,98","647681","241970","889651","244490","278649","80,20"
"50","MATO GROSSO DO SUL","02/2023","453812","74,27","216216","118676","334892","118920","75941","79,90"
"51","MATO GROSSO","02/2023","534480","72,71","265202","130503","395705","138775","54922","78,01"
"52","GOIÁS","02/2023","1010546","77,24","514675","273658","788333","222213","78406","81,87"
"53","DISTRITO FEDERAL","02/2023","289187","85,03","191383","63313","254696","34491","78329","88,77"
"11","RONDÔNIA","03/2023","261037","72,48","128032","70350","198382","62655","13736","77,20"
"12","ACRE","03/2023","170022","83,14","131824","23725","155549","14473","42034","86,16"
"13","AMAZONAS","03/2023","854731","82,74","679196","88557","767753","86978","53585","86,76"
"14","RORAIMA","03/2023","89319","67,03","60767","17258","78025","11294","16086","69,67"
"15","PARÁ","03/2023","1851061","80,02","1397295","250935","1648230","202831","191673","83,33"
"16","AMAPÁ","03/2023","178508","81,36","138069","22132","160201","18307","25346","85,71"
"17","TOCANTINS","03/2023","277657","74,16","152579","71230","223809","53848","25973","78,75"
"21","MARANHÃO","03/2023","1568987","80,28","1223285","184057","1407342","161645","148909","84,33"
"22","PIAUÍ","03/2023","819061","82,75","635171","97691","732862","86199","157568","86,57"
"23","CEARÁ","03/2023","2028527","80,00","1489069","320294","1809363","219164","347159","84,26"
"24","RIO GRANDE DO NORTE","03/2023","714598","79,37","513168","118650","631818","82780","141223","83,91"
"25","PARAÍBA","03/2023","907839","78,47","697584","121081","818665","89174","246036","83,43"
"26","PERNAMBUCO","03/2023","2273128","79,01","1736624","313474","2050098","223030","474285","83,32"
"27","ALAGOAS","03/2023","712480","78,86","543037","88790","631827","80653","113785","83,20"
"28","SERGIPE","03/2023","546070","79,22","417073","76595","493668","52402","45113","83,32"
"29","BAHIA","03/2023","3515863","78,97","2630930","499602","3130532","385331","641848","83,72"
"31","MINAS GERAIS","03/2023","2822743","73,86","1618383","672736","2291119","531624","686907","78,50"
"32","ESPÍRITO SANTO","03/2023","564691","76,37","312685","144920","457605","107086","118305","79,84"
"33","RIO DE JANEIRO","03/2023","2679003","78,79","2035946","337540","2373486","305517","1031918","83,17"
"35","SÃO PAULO","03/2023","4304470","69,43","2599656","899692","3499348","805122","1147978","73,60"
"41","PARANÁ","03/2023","1318823","72,84","614812","392553","1007365","311458","230397","77,38"
"42","SANTA CATARINA","03/2023","479932","72,19","228830","133081","361911","118021","100627","76,21"
"43","RIO GRANDE DO SUL","03/2023","1148685","75,09","656462","243049","899511","249174","284652","80,24"
"50","MATO GROSSO DO SUL","03/2023","457425","74,14","217871","119361","337232","120193","76891","79,74"
"51","MATO GROSSO","03/2023","538752","72,63","267645","130722","398367","140385","55540","77,96"
"52","GOIÁS","03/2023","1022376","77,37","518893","276457","795350","227026","78964","81,98"
"53","DISTRITO FEDERAL","03/2023","297351","85,42","196451","64924","261375","35976","80539","89,09"
"11","RONDÔNIA","04/2023","266604","74,98","130683","71394","202077","64527","14042","79,47"
"12","ACRE","04/2023","171449","84,45","132649","23963","156612","14837","41439","87,20"
"13","AMAZONAS","04/2023","873505","84,74","693700","89940","783640","89865","53110","88,45"
"14","RORAIMA","04/2023","95071","71,68","64453","18749","83202","11869","16436","74,25"
"15","PARÁ","04/2023","1875923","82,00","1415162","253090","1668252","207671","194871","85,03"
"16","AMAPÁ","04/2023","181543","83,07","140451","22302","162753","18790","24783","87,17"
"17","TOCANTINS","04/2023","281279","76,69","153874","71897","225771","55508","25938","80,75"
"21","MARANHÃO","04/2023","1582827","82,07","1232681","185337","1418018","164809","148749","85,82"
"22","PIAUÍ","04/2023","827566","84,41","640317","98577","738894","88672","159199","87,80"
"23","CEARÁ","04/2023","2060785","82,27","1510843","324182","1835025","225760","353864","86,07"
"24","RIO GRANDE DO NORTE","04/2023","722552","81,12","518479","119434","637913","84639","141935","85,33"
"25","PARAÍBA","04/2023","918382","80,45","704777","122210","826987","91395","245885","84,91"
"26","PERNAMBUCO","04/2023","2296358","80,75","1753809","315284","2069093","227265","479073","84,67"
"27","ALAGOAS","04/2023","720164","80,81","547510","89690","637200","82964","113429","84,62"
"28","SERGIPE","04/2023","550724","80,85","420078","76939","497017","53707","45876","84,59"
"29","BAHIA","04/2023","3554476","80,88","2656612","503944","3160556","393920","645858","85,15"
"31","MINAS GERAIS","04/2023","2874180","76,22","1641441","683383","2324824","549356","693445","80,40"
"32","ESPÍRITO SANTO","04/2023","575444","78,29","318283","146284","464567","110877","120864","81,49"
"33","RIO DE JANEIRO","04/2023","2736252","80,71","2079917","341504","2421421","314831","1050789","84,66"
"35","SÃO PAULO","04/2023","4419599","72,27","2667064","916546","3583610","835989","1174316","76,20"
"41","PARANÁ","04/2023","1337411","74,61","621277","395133","1016410","321001","232650","78,70"
"42","SANTA CATARINA","04/2023","489942","74,13","233563","135247","368810","121132","102511","77,80"
"43","RIO GRANDE DO SUL","04/2023","1170260","77,29","668486","245403","913889","256371","292099","81,92"
"50","MATO GROSSO DO SUL","04/2023","466372","76,61","221414","121558","342972","123400","77822","81,82"
"51","MATO GROSSO","04/2023","549248","75,02","271989","132838","404827","144421","56426","80,07"
"52","GOIÁS","04/2023","1042331","79,79","525514","281963","807477","234854","79203","83,91"
"53","DISTRITO FEDERAL","04/2023","306968","87,22","202179","66830","269009","37959","82994","90,68"
"11","RONDÔNIA","05/2023","270834","75,85","132501","72121","204622","66212","14054","79,72"
"12","ACRE","05/2023","172771","84,75","133463","24107","157570","15201","40976","87,15"
"13","AMAZONAS","05/2023","884699","85,48","701243","91100","792343","92356","52345","88,66"
"14","RORAIMA","05/2023","99265","73,85","67244","19757","87001","12264","16553","76,04"
"15","PARÁ","05/2023","1894670","82,51","1426847","254758","1681605","213065","196062","85,22"
"16","AMAPÁ","05/2023","183132","83,58","141591","22346","163937","19195","24270","87,28"
"17","TOCANTINS","05/2023","283641","77,24","154653","72108","226761","56880","25892","80,73"
"21","MARANHÃO","05/2023","1589594","82,24","1237109","185520","1422629","166965","148034","85,75"
"22","PIAUÍ","05/2023","832224","84,72","642985","98670","741655","90569","159863","87,84"
"23","CEARÁ","05/2023","2071650","82,63","1516686","325221","1841907","229743","355024","86,06"
"24","RIO GRANDE DO NORTE","05/2023","727356","81,51","521927","119518","641445","85911","142349","85,44"
"25","PARAÍBA","05/2023","922471","80,88","707214","122343","829557","92914","243380","84,94"
"26","PERNAMBUCO","05/2023","2308032","81,35","1761590","315698","2077288","230744","482220","84,83"
"27","ALAGOAS","05/2023","724211","81,19","549340","89897","639237","84974","112408","84,51"
"28","SERGIPE","05/2023","554055","81,41","421734","77346","499080","54975","46364","84,80"
"29","BAHIA","05/2023","3567449","81,19","2663478","503067","3166545","400904","645523","85,05"
"31","MINAS GERAIS","05/2023","2897659","76,67","1650742","685684","2336426","561233","692403","80,26"
"32","ESPÍRITO SANTO","05/2023","578372","78,41","319346","145538","464884","113488","120736","81,02"
"33","RIO DE JANEIRO","05/2023","2774785","81,59","2107295","344701","2451996","322789","1061303","85,01"
"35","SÃO PAULO","05/2023","4487679","73,18","2706502","923429","3629931","857748","1185583","76,51"
"41","PARANÁ","05/2023","1347020","75,11","624413","394438","1018851","328169","232807","78,45"
"42","SANTA CATARINA","05/2023","496993","74,50","237235","136308","373543","123450","103827","77,62"
"43","RIO GRANDE DO SUL","05/2023","1182868","77,91","675515","245885","921400","261468","296089","81,90"
"50","MATO GROSSO DO SUL","05/2023","471303","77,63","222897","122295","345192","126111","77908","82,01"
"51","MATO GROSSO","05/2023","554783","75,92","273561","133574","407135","147648","56634","80,09"
"52","GOIÁS","05/2023","1052327","80,35","528921","283716","812637","239690","79671","83,79"
"53","DISTRITO FEDERAL","05/2023","314722","88,08","206774","68275","275049","39673","84845","90,84"
"11","RONDÔNIA","06/2023","272838","75,74","118391","68406","186797","86041","12151","83,55"
"12","ACRE","06/2023","173448","84,58","121770","28733","150503","22945","36011","88,82"
"13","AMAZONAS","06/2023","893348","85,60","649083","109374","758457","134891","47179","90,62"
"14","RORAIMA","06/2023","102010","74,59","61840","22117","83957","18053","14647","79,63"
"15","PARÁ","06/2023","1905677","82,47","1319612","272919","1592531","313146","178015","87,71"
"16","AMAPÁ","06/2023","184263","83,52","130572","25890","156462","27801","21792","89,37"
"17","TOCANTINS","06/2023","285704","77,35","136862","69280","206142","79562","22519","84,78"
"21","MARANHÃO","06/2023","1592509","82,06","1144319","208823","1353142","239367","134925","87,70"
"22","PIAUÍ","06/2023","834044","84,52","589554","110006","699560","134484","142517","90,23"
"23","CEARÁ","06/2023","2079549","82,51","1391440","344335","1735775","343774","316875","89,02"
"24","RIO GRANDE DO NORTE","06/2023","730852","81,48","477433","126342","603775","127077","127300","88,58"
"25","PARAÍBA","06/2023","925171","80,80","648953","135640","784593","140578","217273","87,96"
"26","PERNAMBUCO","06/2023","2319656","81,34","1608163","342250","1950413","369243","433045","87,86"
"27","ALAGOAS","06/2023","728204","81,09","500835","104140","604975","123229","99637","87,07"
"28","SERGIPE","06/2023","554935","81,26","384567","83465","468032","86903","41363","88,11"
"29","BAHIA","06/2023","3579767","81,05","2416671","536575","2953246","626521","572232","87,93"
"31","MINAS GERAIS","06/2023","2912928","76,53","1442188","664936","2107124","805804","584879","84,64"
"32","ESPÍRITO SANTO","06/2023","581813","78,17","278976","139405","418381","163432","101895","85,05"
"33","RIO DE JANEIRO","06/2023","2797232","81,47","1897597","382820","2280417","516815","931631","87,83"
"35","SÃO PAULO","06/2023","4534907","73,22","2355181","923141","3278322","1256585","993684","82,11"
"41","PARANÁ","06/2023","1356165","75,04","538417","355278","893695","462470","194078","84,40"
"42","SANTA CATARINA","06/2023","501330","74,37","198743","129805","328548","172782","83645","82,82"
"43","RIO GRANDE DO SUL","06/2023","1191540","77,78","578185","240971","819156","372384","244787","86,43"
"50","MATO GROSSO DO SUL","06/2023","475098","77,67","192762","113319","306081","169017","65565","86,14"
"51","MATO GROSSO","06/2023","558024","75,77","238067","126546","364613","193411","49042","84,33"
"52","GOIÁS","06/2023","1057214","80,04","459019","268809","727828","329386","67495","87,03"
"53","DISTRITO FEDERAL","06/2023","320921","88,09","184171","72063","256234","64687","74019","93,09"
"11","RONDÔNIA","07/2023","275030","75,60","120982","68205","189187","85843","12503","83,59"
"12","ACRE","07/2023","174047","84,30","122921","28273","151194","22853","35961","88,57"
"13","AMAZONAS","07/2023","900974","85,65","657882","108383","766265","134709","47057","90,75"
"14","RORAIMA","07/2023","104244","74,95","63833","22388","86221","18023","14992","80,04"
"15","PARÁ","07/2023","1916005","82,41","1333141","270766","1603907","312098","180112","87,72"
"16","AMAPÁ","07/2023","185565","83,51","132208","25592","157800","27765","21961","89,37"
"17","TOCANTINS","07/2023","287044","77,28","138863","68893","207756","79288","22850","84,83"
"21","MARANHÃO","07/2023","1595731","81,87","1150830","206556","1357386","238345","135033","87,55"
"22","PIAUÍ","07/2023","837421","84,44","594202","108872","703074","134347","143994","90,19"
"23","CEARÁ","07/2023","2084278","82,27","1402864","340459","1743323","340955","320912","88,84"
"24","RIO GRANDE DO NORTE","07/2023","733537","81,34","482184","125158","607342","126195","128501","88,53"
"25","PARAÍBA","07/2023","927347","80,67","653580","134274","787854","139493","218379","87,94"
"26","PERNAMBUCO","07/2023","2332225","81,32","1624963","339885","1964848","367377","439388","87,92"
"27","ALAGOAS","07/2023","731077","80,95","505428","102902","608330","122747","100590","86,98"
"28","SERGIPE","07/2023","556606","81,21","387275","82826","470101","86505","42055","88,12"
"29","BAHIA","07/2023","3596406","80,97","2439682","533176","2972858","623548","577821","87,91"
"31","MINAS GERAIS","07/2023","2927678","76,35","1464003","661552","2125555","802123","592977","84,57"
"32","ESPÍRITO SANTO","07/2023","585760","78,02","283875","138867","422742","163018","104010","84,98"
"33","RIO DE JANEIRO","07/2023","2822875","81,28","1929657","380067","2309724","513151","948954","87,73"
"35","SÃO PAULO","07/2023","4585962","73,25","2411045","920607","3331652","1254310","1017788","82,21"
"41","PARANÁ","07/2023","1365086","74,92","550597","354314","904911","460175","198954","84,41"
"42","SANTA CATARINA","07/2023","505325","74,18","204265","129631","333896","171429","86204","82,86"
"43","RIO GRANDE DO SUL","07/2023","1199334","77,57","590323","239174","829497","369837","251118","86,40"
"50","MATO GROSSO DO SUL","07/2023","479603","77,71","197467","113297","310764","168839","67007","86,35"
"51","MATO GROSSO","07/2023","560298","75,49","242433","125692","368125","192173","49990","84,28"
"52","GOIÁS","07/2023","1063942","79,82","466684","268203","734887","329055","68888","86,94"
"53","DISTRITO FEDERAL","07/2023","328119","88,17","190821","72037","262858","65261","77308","93,13"
"11","RONDÔNIA","08/2023","276379","75,37","122945","68102","191047","85332","12613","83,58"
"12","ACRE","08/2023","174390","84,02","123801","27831","151632","22758","35972","88,35"
"13","AMAZONAS","08/2023","907119","85,65","665543","107878","773421","133698","46947","90,85"
"14","RORAIMA","08/2023","106632","75,40","66020","22747","88767","17865","15432","80,63"
"15","PARÁ","08/2023","1920927","82,24","1342640","269197","1611837","309090","181848","87,66"
"16","AMAPÁ","08/2023","186484","83,47","133461","25349","158810","27674","22032","89,37"
"17","TOCANTINS","08/2023","288495","77,25","141187","68601","209788","78707","23418","84,95"
"21","MARANHÃO","08/2023","1595808","81,63","1157606","203309","1360915","234893","135160","87,39"
"22","PIAUÍ","08/2023","839254","84,28","599462","107001","706463","132791","145408","90,16"
"23","CEARÁ","08/2023","2089524","82,08","1415479","337028","1752507","337017","325139","88,75"
"24","RIO GRANDE DO NORTE","08/2023","735588","81,17","487126","123725","610851","124737","129301","88,50"
"25","PARAÍBA","08/2023","932520","80,71","660974","132942","793916","138604","220339","88,08"
"26","PERNAMBUCO","08/2023","2341673","81,27","1639408","338385","1977793","363880","445605","87,96"
"27","ALAGOAS","08/2023","734306","80,83","511217","101360","612577","121729","101702","86,94"
"28","SERGIPE","08/2023","558746","81,16","390572","82370","472942","85804","42905","88,16"
"29","BAHIA","08/2023","3619357","80,96","2468905","530548","2999453","619904","585338","87,98"
"31","MINAS GERAIS","08/2023","2941313","76,22","1484455","659688","2144143","797170","599845","84,58"
"32","ESPÍRITO SANTO","08/2023","588081","77,64","287807","138300","426107","161974","105497","84,78"
"33","RIO DE JANEIRO","08/2023","2838609","81,11","1951564","378251","2329815","508794","959370","87,65"
"35","SÃO PAULO","08/2023","4624150","73,21","2458456","918682","3377138","1247012","1036679","82,30"
"41","PARANÁ","08/2023","1374249","74,84","561513","355513","917026","457223","202892","84,51"
"42","SANTA CATARINA","08/2023","508737","74,00","209117","129654","338771","169966","88237","82,93"
"43","RIO GRANDE DO SUL","08/2023","1207329","77,41","602767","237227","839994","367335","257693","86,41"
"50","MATO GROSSO DO SUL","08/2023","482421","77,61","200533","113649","314182","168239","67882","86,35"
"51","MATO GROSSO","08/2023","563066","75,33","246354","125698","372052","191014","50680","84,35"
"52","GOIÁS","08/2023","1070418","79,67","473889","268109","741998","328420","70143","86,90"
"53","DISTRITO FEDERAL","08/2023","333035","88,07","195436","72029","267465","65570","79647","93,00"
"11","RONDÔNIA","09/2023","277926","75,14","124689","68331","193020","84906","12691","83,57"
"12","ACRE","09/2023","174728","83,71","124475","27616","152091","22637","35675","88,13"
"13","AMAZONAS","09/2023","911416","85,49","670551","107944","778495","132921","46309","90,80"
"14","RORAIMA","09/2023","109453","76,12","68239","23257","91496","17957","15753","81,39"
"15","PARÁ","09/2023","1927435","82,06","1353432","268451","1621883","305552","183608","87,60"
"16","AMAPÁ","09/2023","187361","83,31","134524","25240","159764","27597","22056","89,28"
"17","TOCANTINS","09/2023","290320","77,25","143285","68962","212247","78073","23893","85,09"
"21","MARANHÃO","09/2023","1592918","81,20","1161932","201181","1363113","229805","134390","87,09"
"22","PIAUÍ","09/2023","841131","84,14","603254","106824","710078","131053","145377","90,18"
"23","CEARÁ","09/2023","2089056","81,67","1422352","334241","1756593","332463","326706","88,48"
"24","RIO GRANDE DO NORTE","09/2023","737551","80,98","490812","123632","614444","123107","129267","88,46"
"25","PARAÍBA","09/2023","936473","80,71","666853","132430","799283","137190","220171","88,22"
"26","PERNAMBUCO","09/2023","2351454","81,22","1651914","340183","1992097","359357","450410","88,05"
"27","ALAGOAS","09/2023","738383","80,65","516439","100697","617136","121247","102267","86,82"
"28","SERGIPE","09/2023","561298","81,17","393516","82662","476178","85120","43625","88,32"
"29","BAHIA","09/2023","3639082","80,95","2492803","532604","3025407","613675","589308","88,08"
"31","MINAS GERAIS","09/2023","2952182","75,97","1500711","661089","2161800","790382","604272","84,50"
"32","ESPÍRITO SANTO","09/2023","591240","77,33","290991","138636","429627","161613","106758","84,58"
"33","RIO DE JANEIRO","09/2023","2853211","80,93","1970317","377843","2348160","505051","967217","87,60"
